,Equity_Premium,Term_Premium,Credit_Spread,Inflation,Liquidity
2012-06-30,-0.03348592889500002,0.10875656104497389,-0.0033962313519999565,-0.0018997995520001476,-0.020712964618946783
2012-09-30,0.06171522801800022,0.0011636744236822594,0.0028025307260002297,0.0029023905950000817,0.11482167363062312
2012-12-31,0.0017454600960000732,-0.009443865147222952,0.002097830434999892,0.00029923971199985466,-0.06441332211209028
2013-03-31,0.11240916358399988,-0.022552084750451784,0.00019947009000009785,0.0005990001680000745,0.08495331339878054
2013-06-30,0.03150835839999999,-0.05499419847559561,-6.301620001369912e-07,-0.005191194861999926,0.022113849736111746
2013-09-30,0.06661950564500008,-0.01890128920713774,0.002301320179999955,0.001998227515999984,0.016593265399338364
2013-12-31,0.10427899204699997,-0.032008806543120216,0.0017999098379999356,0.0004996800359999831,0.1708670459256021
2014-03-31,0.016203847383999825,0.06945906877681596,0.001399549549999879,-0.0011000198799999694,0.07554462939799178
2014-06-30,0.04514834059999995,0.03982268312546844,0.0013998500000000913,0.0013005600799997907,0.04977320239663774
2014-09-30,0.0012229901120002218,0.03002090361788734,-0.0007000799999999918,-0.0028984092350001767,0.05446836707275904
2014-12-31,0.05081688872000001,0.08766169283724601,-0.002597830588000005,-0.0028973707149998473,0.07497220340385624
2015-03-31,0.01698446332999981,0.03024510056791785,0.0002998399520000028,0.0007984103779998808,0.0014860991834395598
2015-06-30,0.004181681384000102,-0.07208618829860003,-0.002697880479999859,0.0010977582360001126,0.020507648807072343
2015-09-30,-0.07465451871599993,0.057145902932972836,-0.003994712309999926,-0.004593293145999988,0.02125079117776485
2015-12-31,0.06034345237499994,-0.017615455544118364,-0.0005006398600000406,0.0012998196400002549,0.05489215932815883
2016-03-31,0.00750583358000001,0.07990980611646825,-0.00020807103999986865,0.0007974697399999453,-0.013461248369297074
2016-06-30,0.02685561087200017,0.05734051321368794,0.00350211942800005,-0.0022004078580001307,0.004124216772195988
2016-09-30,0.047313191261999954,-0.015067403400591095,0.002100680000000077,0.0020007297660000756,-0.024941622128670127
2016-12-31,0.04612130883400001,-0.09715431591314039,0.003402830689999803,0.0035030702730001195,0.139724771704554
2017-03-31,0.057383200790000144,0.012864815582943834,0.0014003500220001186,0.00019935014999994394,-0.054096605873717785
2017-06-30,0.029686322923999864,0.03005500822136109,0.0001995099019997948,-0.0023981704400000137,0.1267143462216973
2017-09-30,0.04604762261599982,-0.00165559448163477,0.0007996700000001411,0.0010996995679999344,0.1390521604516104
2017-12-31,0.0656828742719997,0.00967847935519317,0.002802360559999828,0.00120011992000002,0.10010824123056095
2018-03-31,-0.006539288679999977,-0.032784050257669395,0.00019786936999999227,0.0008990298950000142,0.10696887445561698
2018-06-30,0.03441574191799979,-0.005795465454573656,-0.0011996500000001076,0.0005988795200000396,0.20713686550652866
2018-09-30,0.06824456239999988,-0.02785985844668304,0.0004000399999999349,0.00029977997600005857,0.08106981536814506
2018-12-31,-0.15041052167500013,0.04309015215909029,-0.00419488144000002,-0.004294861872000122,-0.03113571060069731
2019-03-31,0.13309092793999966,0.03770232259406159,0.0002984600000000004,0.001699719019999879,0.11391625724782117
2019-06-30,0.03539867792400009,0.04773176516124944,-0.001201239040000246,-0.0019007692649999353,-0.030317975812203968
2019-09-30,0.0003958075349999035,0.058113846775301736,0.0018001098980000574,-0.0016011897059999836,0.072141599232864
2019-12-31,0.08956866019299992,-0.0410227967714214,0.0019008799999999937,0.0024013501119999336,0.06286336006842941
2020-03-31,-0.20517871620499994,0.1906221157470096,-0.013988308690000006,-0.008977695551999898,-0.15649875066757435
2020-06-30,0.22865744240000008,-0.004486416558630468,0.005104226485000085,0.004706923039999866,-0.07472482550495141
2020-09-30,0.09748495445599992,0.0006185614054907695,0.0022997990759998643,0.0028974210749999063,-0.06761150329287569
2020-12-31,0.15209181152000006,-0.027108682084672542,0.004505661319999854,0.003603571077999801,0.11366414604826924
2021-03-31,0.05984554842800005,-0.13426810575675352,0.0010002099999999459,0.0038038006160001636,0.0020990743652276045
2021-06-30,0.08149106889999991,0.05695447629643069,0.002100359455999845,-0.0005004600400000392,-0.035061422310414425
2021-09-30,-0.0027065742399998705,0.012241631477633241,0.0005996000000001445,0.0004994797759998448,0.06922296451620058
2021-12-31,0.08334977445799985,0.012301255036804015,0.0002989095049998891,0.0019006399159999798,0.0963787258311315
2022-03-31,-0.05475178201600006,-0.0991580093251121,-0.003297699735999915,0.002799155248000007,-0.13679854430232274
2022-06-30,-0.17301693495999992,-0.12305974158384203,0.0002917030250000341,-0.005094757024000085,-0.04063913339505021
2022-09-30,-0.04408811307400007,-0.09848337846399946,-0.0004020408640001971,-0.001805946699999783,0.08223226200737721
2022-12-31,0.056642364050000005,-0.0008953846799443221,0.0019986876900000006,0.0014925826640002082,0.0476464537638821
2023-03-31,0.06446102050399993,0.04766721609150193,-0.0008027299999998627,0.00019743125399984685,0.09679640526110078
2023-06-30,0.07484260176799995,-0.0393198444145888,0.0004972605199999869,-0.0010005600000000392,-0.11627562596457441
2023-09-30,-0.04496248961199989,-0.10560399459584346,0.002200889888000157,0.0012982678550002014,0.004758630141031173
2023-12-31,0.10564618579999996,0.0924919349120894,0.001599629660000046,-0.0019004890690001996,-0.08263046786774153
2024-03-31,0.08842782112399994,-0.03627139200980045,0.0008001199999998487,0.0016005299299997056,0.040605273434703326
2024-06-30,0.02264057339999992,-0.02686880192131491,0.0002996400320001147,-0.0004007496220000961,-0.11709949019091792
2024-09-30,0.046083597440000235,0.0660328695611212,-0.0018995396640000273,-0.0010000298919999873,0.0032874763944394925
2024-12-31,0.02083124330000019,-0.08376560903310559,0.00290215018700013,0.0015995891600000256,0.09964991016231539
